Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,Adjustable/Selectable,4.65V,-40°C ~ 125°C (TJ),Surface Mount,SOT-23-6,SOT-23-6
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active Low,120 ms Minimum,2.93V,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active High/Active Low,120 ms Minimum,4.55V,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,120 ms Minimum,2.93V,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active High,100 ms Minimum,2.93V,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,-,Adjustable/Selectable,-40°C ~ 125°C (TJ),Surface Mount,6-WFDFN,6-WSON (1.5x1.5)
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active Low,160 ms Minimum,Adjustable/Selectable,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active High,100 ms Minimum,4.38V,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,1 µs Maximum Propagation Delay,4.55V,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,1 µs Maximum Propagation Delay,10.8V,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Battery Backup Circuit,1,Push-Pull* Push-Pull,Active High/Active Low,140 ms Minimum,4.4V,0°C ~ 70°C (TA),Surface Mount,"16-SOIC (0.154""* 3.90mm Width)",16-SOIC
Simple Reset/Power-On Reset,1,Open Drain* Push-Pull,Active High/Active Low,140 ms Minimum,4.65V,-40°C ~ 85°C (TA),Surface Mount,"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Simple Reset/Power-On Reset,1,Open Drain* Push-Pull,Active High/Active Low,140 ms Minimum,4.65V,-40°C ~ 85°C (TA),Surface Mount,"16-SOIC (0.295""* 7.50mm Width)",16-SOIC
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,-,2.7V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,150 ms Minimum,2.925V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Voltage Detector,1,Open Drain or Open Collector,Active Low,-,4.5V,-40°C ~ 85°C (TA),Surface Mount,TO-243AA,
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,1 µs Maximum Propagation Delay,4.55V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,270 ns Typical Propagation Delay,4.55V,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Voltage Detector,1,Open Drain or Open Collector,-,-,2.7V,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23
Multi-Voltage Supervisor,2,Open Drain or Open Collector,Active Low,100 ms Minimum,2.93V* 4.63V,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-23-6
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,270 ns Typical Propagation Delay,4.55V,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
