 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 3.3uF 20% 25V  B,Cut Tape (CT),TAJ,Active,10,232,135,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 68uF 20% 16V  B,Cut Tape (CT),TAJ,Active,10,232,136,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 33uF 20% 25V  D,Cut Tape (CT),TAJ,Active,10,232,137,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100uF 20% 16V  D,Cut Tape (CT),TAJ,Active,10,232,138,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 470uF 20% 16V  D,Cut Tape (CT),TAJ,Active,10,232,139,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 3.3uF 20% 16V  B,Cut Tape (CT),TAJ,Active,10,232,140,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 2.2uF 20% 35V  B,Cut Tape (CT),TAJ,Active,10,232,141,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 4.7uF 20% 16V  A,Cut Tape (CT),TAJ,Active,10,232,142,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 1uF 20% 50V  A,Cut Tape (CT),TAJ,Active,10,232,143,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 1uF 20% 16V  A,Cut Tape (CT),TAJ,Active,10,232,144,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 6.8uF 20% 25V  B,Cut Tape (CT),TAJ,Active,10,232,145,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 15uF 20% 35V  D,Cut Tape (CT),TAJ,Active,10,232,146,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 47uF 20% 16V  B,Cut Tape (CT),TAJ,Active,10,232,147,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 10V  B,Cut Tape (CT),TAJ,Active,10,232,148,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 16V  B,Cut Tape (CT),TAJ,Active,10,232,149,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 25V  D,Cut Tape (CT),TAJ,Active,10,232,150,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 16V  C,Cut Tape (CT),TAJ,Active,10,232,151,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 33uF 20% 6V  A,Cut Tape (CT),TAJ,Active,10,232,152,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 1uF 20% 35V  A,Cut Tape (CT),TAJ,Active,10,232,153,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100uF 20% 25V  D,Cut Tape (CT),TAJ,Active,10,232,154,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 4.7uF 20% 25V  A,Cut Tape (CT),TAJ,Active,10,232,155,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 3.3uF 20% 35V  C,Cut Tape (CT),TAJ,Active,10,232,156,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 10V  A,Cut Tape (CT),TAJ,Active,10,232,157,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100uF 20% 6.3V  C,Cut Tape (CT),TAJ,Active,10,232,158,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 47uF 20% 25V  C,Cut Tape (CT),TAJ,Active,10,232,159,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 6.3V  B,Cut Tape (CT),TAJ,Active,10,232,160,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 150uF 20% 6.3V  B,Cut Tape (CT),TAJ,Active,10,232,161,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 330uF 20% 16V  D,Cut Tape (CT),TAJ,Active,10,232,162,
